"","(Intercept)","as.Date(sire_birth_date)","kept_markers_adjusted","sire_age_at_collection","I(sire_age_at_collection^2)","sire_breeding_window","sire_jersey_propn","as.Date(sire_birth_date):kept_markers_adjusted","as.Date(sire_birth_date):sire_age_at_collection","as.Date(sire_birth_date):sire_breeding_window","as.Date(sire_birth_date):sire_jersey_propn","kept_markers_adjusted:sire_age_at_collection","kept_markers_adjusted:sire_breeding_window","kept_markers_adjusted:sire_jersey_propn","sire_age_at_collection:sire_breeding_window","sire_age_at_collection:sire_jersey_propn","sire_breeding_window:sire_jersey_propn","df","logLik","AICc","delta","weight"
"36280",0.91616275791828,9.81418336650707e-06,-9.67718290446294e-07,1.23430445683436e-05,NA,7.51318877203163e-05,-0.0623174918610667,NA,3.81501855073205e-10,-6.78372652913501e-09,NA,-8.07792045359886e-09,6.29379787851356e-08,NA,NA,NA,-2.57045483708239e-06,15,26458.8619170817,-52887.7187046431,199.282854967969,5.25215465563903e-44
"17792",0.849106620577647,1.44280103159866e-05,0.000235705335965241,8.68118546085022e-06,-2.78415437546074e-09,8.50062659516217e-05,-0.0700607966894959,-1.61662459041228e-08,NA,-6.36900103617898e-09,NA,3.93929751310864e-08,NA,NA,NA,1.09487259275037e-05,NA,15,26458.8508180809,-52887.6965066414,199.305052969692,5.19418329380103e-44
"43328",0.893012564843514,1.11697032686704e-05,-4.6292094414212e-06,2.70823655720552e-05,-2.53007757740228e-09,8.19566469857432e-05,-0.0622179076293017,NA,NA,-7.1265618144264e-09,NA,NA,5.8762794844813e-08,NA,-2.37384764666542e-09,NA,-3.18432507271957e-06,15,26458.8312184284,-52887.6573073364,199.344252274714,5.09337028337695e-44
"47680",1.04451454736468,7.7498863293921e-07,-3.09009007856994e-05,2.36899626681816e-05,-3.01609967916918e-09,-1.46805076975341e-05,-0.206610263368787,NA,NA,NA,9.14832278713382e-06,NA,5.77743487251145e-08,7.38482929268931e-05,1.99869939840768e-10,NA,6.03652811955191e-06,16,26459.8124376656,-52887.6190618125,199.382497798535,4.99689634011363e-44
"5624",0.877881883971446,1.29228995083906e-05,0.000151638671632191,5.48762935069285e-06,NA,8.40978505160216e-05,-0.0812030972716002,-1.21815678912584e-08,-8.29828547547831e-11,-6.25605532985563e-09,NA,4.07427952630163e-08,NA,7.22829338136834e-05,NA,NA,NA,15,26458.7450246567,-52887.484919793,199.516639818117,4.67274165666146e-44
"13632",0.909407209732532,1.06031066506167e-05,-3.37867717844518e-05,1.16501363944625e-05,-2.32630191151312e-09,9.07800205998124e-05,-0.0826591622430815,NA,NA,-6.69697375186172e-09,NA,5.41548439183153e-08,NA,7.68828257927527e-05,-2.10090186688439e-09,NA,NA,15,26458.6480134918,-52887.2908974631,199.71066214794,4.24072740800284e-44
"53952",1.01328966704844,2.08600785922955e-06,2.04290699230134e-05,4.03072322452598e-05,-3.76447329886275e-09,3.40865850037738e-06,-0.238847395027181,NA,-1.42942144871022e-09,NA,1.14559688943755e-05,NA,NA,5.59692619914844e-05,NA,1.35784346661352e-05,-1.85695326377414e-06,16,26459.6340693082,-52887.2623250979,199.739234513159,4.18057430404318e-44
"39672",1.0311923980027,1.95804476011134e-06,-1.91992544371228e-06,2.35798870303618e-05,NA,-1.37969901905006e-05,-0.206381379462958,-1.94322003887641e-09,-6.63090881568412e-10,NA,9.14154494813724e-06,NA,5.67632148744754e-08,7.31793756052592e-05,NA,NA,6.28949629497595e-06,16,26459.5848592429,-52887.1639049673,199.83765464375,3.97982785208272e-44
"21496",0.899159965373982,1.06308962619431e-05,0.000377232953164939,2.42079099855416e-06,NA,8.35417641981095e-05,-0.227972347914096,-2.50496106483104e-08,6.07975343018806e-10,-6.21404192199452e-09,1.06695538438818e-05,NA,NA,4.86037156035851e-05,NA,1.43148741287488e-05,NA,16,26459.5411940541,-52887.0765745896,199.924985021491,3.80978735880941e-44
"12992",0.988067231162387,3.81491840057072e-06,1.68518007101658e-05,5.62747833413292e-05,-5.17105468385615e-09,1.3355753505007e-06,-0.198110394890663,NA,-2.15323762443112e-09,NA,8.86988709987613e-06,NA,NA,6.49227272250767e-05,1.53013087689137e-09,NA,NA,15,26458.5347598875,-52887.0643902547,199.93716935641,3.78664805206746e-44
"30392",1.05424850017682,5.71390587899332e-07,-3.11124904279519e-05,4.17716358679336e-06,NA,3.70168318296886e-06,-0.246068383680631,NA,-9.28986242403894e-10,NA,1.17536373274715e-05,6.03561138349518e-08,NA,5.86468077451256e-05,1.28135919775819e-10,1.61477580135551e-05,NA,16,26459.5288825888,-52887.051951659,199.949607952112,3.76317084153067e-44
"25976",0.848790731427698,1.45585125556387e-05,0.00021721150406619,4.04555833052253e-06,NA,9.09703977538993e-05,-0.0700163014602649,-1.50004845126714e-08,NA,-6.67321433965355e-09,NA,4.21208901883757e-08,NA,NA,-2.28844972016605e-09,1.08155690600375e-05,NA,15,26458.493316614,-52886.9815037076,200.020055903464,3.63292436906419e-44
"5568",0.890885892085107,1.2003944848225e-05,-3.60633793389406e-05,3.733739011315e-05,-4.39545733065114e-09,7.63867817913522e-05,-0.0826714623646203,NA,-1.90822986305469e-09,-5.71872701133354e-09,NA,5.7293383487621e-08,NA,7.68617922572913e-05,NA,NA,NA,15,26458.487699684,-52886.9702698476,200.031289763472,3.61257568922771e-44
"56504",0.98330727230169,5.77005472013776e-06,-3.53146506877566e-05,1.40660707985107e-05,NA,-7.86220671714512e-06,-0.0868928482688344,NA,-3.96572550366629e-10,NA,NA,5.86294643732443e-09,5.53719713902639e-08,7.75848996251812e-05,NA,1.13328940119434e-05,-8.51749072829009e-06,16,26459.4737502175,-52886.9416869165,200.059872694554,3.56131386405469e-44
"63608",0.970011599117296,6.5615510427452e-06,3.91722609266973e-05,1.12192230877322e-05,NA,-7.65304775507535e-06,-0.0862441306220564,-4.85295361860758e-09,NA,NA,NA,NA,5.49701457145825e-08,7.55744503788224e-05,-2.79848333655497e-10,1.11900268238903e-05,-8.39539902353282e-06,16,26459.465315747,-52886.9248179755,200.076741635603,3.53140238829529e-44
"38776",0.945993744814489,7.87651950814019e-06,0.000119392675649692,4.08369456866311e-06,NA,7.87940163657478e-05,-0.194423191652251,-9.75251577914896e-09,NA,-5.95817714773401e-09,8.47484106192115e-06,4.1892108983562e-08,NA,6.52056953126329e-05,NA,NA,4.09960987951989e-06,16,26459.4558559084,-52886.9058982983,200.095661312786,3.4981534046603e-44
"45304",0.86804539786707,1.26574901987112e-05,0.00039045871198888,2.34983540178603e-05,NA,5.23035705538738e-06,-0.0774599883931263,-2.64465881844061e-08,-3.77887682333063e-10,NA,NA,NA,NA,6.45137814279318e-05,-1.37164322822824e-09,NA,-2.8916229413899e-06,15,26458.438845327,-52886.8725611336,200.128998477419,3.44032742410187e-44
"19704",0.935077800848619,8.50076326373988e-06,0.000152807277940566,1.58554222493885e-05,NA,-1.00216793609036e-05,-0.0694130822367855,-1.0506855418942e-08,-3.06585918239565e-10,NA,NA,-3.14353043582676e-09,5.09519193973019e-08,NA,NA,1.03317912963988e-05,NA,15,26458.4310161008,-52886.8569026813,200.144656929813,3.41349748837387e-44
"10944",0.985888460811079,4.37645515826911e-06,-1.91178186529971e-06,6.40219931601474e-05,-5.46420748973708e-09,-1.31070870152418e-05,-0.18654032965659,NA,-2.6927477773129e-09,NA,9.18270872731389e-06,NA,5.63177284244292e-08,NA,9.86449358730324e-10,NA,NA,15,26458.4295775809,-52886.8540256413,200.14753396975,3.4085906342249e-44
"35320",0.880827535665898,1.22784057842117e-05,0.000136449874290304,1.15851887363098e-05,NA,7.75223184632438e-05,-0.0621819896763568,-9.53492241774097e-09,2.73056614822675e-10,-6.72082605673136e-09,NA,NA,5.06788000073666e-08,NA,NA,NA,-2.48522200647935e-06,15,26458.3736013781,-52886.7420732358,200.259486375253,3.22303254128287e-44
"41720",0.920755177938997,8.30371319298127e-06,0.000414898265047782,2.53773637838366e-05,NA,2.17969018951018e-06,-0.189501467920148,-2.6452247297347e-08,-5.03861782119354e-10,NA,9.33612230561912e-06,NA,NA,NA,-1.53937454127116e-09,NA,5.62765900227653e-06,15,26458.3658101284,-52886.7264907365,200.275068874587,3.19801866129613e-44
"11960",1.02183568413215,1.88001397494634e-06,-4.17229437491464e-07,2.86772201249191e-05,NA,-1.05556078675084e-05,-0.185175921270109,NA,-7.09904778479818e-10,NA,9.11651808741132e-06,-3.14900643435879e-09,5.76797958682671e-08,NA,-1.87671883152508e-09,NA,NA,15,26458.3148225036,-52886.6245154868,200.377044124303,3.03904653019417e-44
"41792",0.954009580306364,5.84836680458161e-06,4.06008768488074e-05,2.73353588721441e-05,-2.77202008784504e-09,8.15862892893923e-05,-0.193371737457045,NA,NA,-6.14567475238858e-09,9.59187086305085e-06,NA,NA,NA,-1.5387135554525e-09,NA,3.67904266640282e-06,15,26458.3086419594,-52886.6121543985,200.389405212598,3.02032149401146e-44
"20288",0.985781684559514,4.87618695482283e-06,-5.25083428647201e-06,1.58811955767842e-05,-2.72884554033881e-09,7.21169084808464e-05,-0.232413197899429,NA,NA,-6.5027182184501e-09,1.18131106186017e-05,4.17463409455975e-09,5.60652560647647e-08,NA,NA,1.52748149484626e-05,NA,16,26459.2971416201,-52886.5884697216,200.413089889509,2.98476477751163e-44
"54592",0.919747917866507,1.01768190036141e-05,-3.5712597553539e-05,1.82448095807727e-06,-2.55309579261916e-09,9.1343959289272e-05,-0.0856368957822751,NA,NA,-6.51069725559722e-09,NA,5.88637432882065e-08,NA,7.16900291536718e-05,NA,1.28880684628385e-05,-1.14496308874015e-05,16,26459.2546057332,-52886.5033979478,200.498161663309,2.86046744943943e-44
"37312",0.891292030794531,1.09481189066357e-05,1.30026326696099e-05,3.7219383257973e-05,-3.77041727921288e-09,8.03825492898636e-05,-0.0797999979914685,NA,-7.67763574597044e-10,-5.89835846672372e-09,NA,NA,NA,7.36444605572322e-05,NA,NA,-4.98679075617332e-06,15,26458.2127140554,-52886.4202985905,200.581261020598,2.74405122225426e-44
"35264",0.884795391719887,1.18221773556973e-05,-4.4719649552367e-06,4.37269921071808e-05,-4.18281356135099e-09,6.94131024164586e-05,-0.0622668664630868,NA,-1.26985206651996e-09,-6.30622358714781e-09,NA,NA,5.88064324348313e-08,NA,NA,NA,-2.99254324289677e-06,15,26458.1793391537,-52886.3535487871,200.648010823963,2.65398019884258e-44
"19648",0.935956654660022,8.30795024027945e-06,-7.45796636434984e-06,4.69471064227675e-05,-4.24165021068413e-09,-1.10609105268965e-05,-0.0687176863867085,NA,-2.01631676520594e-09,NA,NA,1.00498449801531e-08,5.19513153556501e-08,NA,NA,9.64989913671448e-06,NA,15,26458.1270748337,-52886.249020147,200.75253946404,2.51883414845488e-44
"27712",0.979571078248347,5.28565515264161e-06,-4.2768394559017e-06,1.6150469026925e-05,-3.07526576045981e-09,-1.26332050876728e-05,-0.0692079888788903,NA,NA,NA,NA,3.06323473094853e-09,5.47552937785558e-08,NA,1.60649549838048e-09,1.052634952305e-05,NA,15,26458.1076811458,-52886.2102327712,200.791326839892,2.47045530347859e-44
"60088",1.05538250791976,-1.07084951457319e-07,-1.86424918633055e-06,1.36418493932478e-05,NA,-1.13245817651594e-05,-0.23690871921203,NA,-3.75527334766731e-10,NA,1.21938648613418e-05,NA,5.64582640665731e-08,NA,2.13447628456285e-11,1.55783772531951e-05,6.81100341771417e-09,16,26459.0909570833,-52886.176100648,200.825458963103,2.42865208383143e-44
"37756",0.896225017471085,1.1142925504364e-05,0.000370784870577812,NA,4.38900594488603e-09,7.99763845722343e-05,-0.18904681545568,-2.47216760652807e-08,NA,-5.90415195741504e-09,8.20242653172822e-06,NA,NA,5.80192510211645e-05,NA,NA,4.00148140728434e-06,15,26458.0682716617,-52886.1314138029,200.870145808141,2.3749894204274e-44
"8056",0.955913727743673,7.35280928675938e-06,3.46074070361363e-05,1.87404218660039e-05,NA,7.06077563369299e-05,-0.188475340997154,-4.20832073730576e-09,NA,-6.53847961773928e-09,7.89278962886427e-06,-1.36151250798564e-08,6.50008540745448e-08,7.4787759488488e-05,NA,NA,NA,16,26459.067497905,-52886.1291822914,200.872377319618,2.3723409901286e-44
"62776",0.914735163811523,1.06058887634359e-05,-3.66308552707144e-05,-1.86990163643659e-06,NA,9.70975624374562e-05,-0.0856001012975235,NA,NA,-6.80816388683806e-09,NA,6.01873389702162e-08,NA,7.1877650944748e-05,-2.2042327949248e-09,1.26966932923663e-05,-1.14086924143963e-05,16,26459.0440267675,-52886.0822400164,200.919319594708,2.31730782042493e-44
"28472",0.980977924789389,5.30405315659102e-06,-6.1651976821298e-06,1.15085746017438e-05,NA,7.81232105065222e-05,-0.232194572721057,NA,NA,-6.80117872605765e-09,1.18025472257227e-05,6.18395171727316e-09,5.54143138510333e-08,NA,-2.22738344692822e-09,1.51251895821406e-05,NA,16,26458.9630855097,-52885.9203575009,201.081202110203,2.13713218940301e-44
"57144",0.992946321463183,5.07204484782235e-06,-3.11223879664146e-05,7.81627264425476e-06,NA,7.28889108881437e-05,-0.234739723778844,NA,NA,-6.49558851883682e-09,1.08078347057107e-05,4.28212269551519e-09,5.80214223040191e-08,6.63150849656266e-05,NA,1.49719742013499e-05,-2.11158859925613e-06,17,26459.8343012282,-52885.6620621781,201.339497432993,1.87820619639031e-44
"18688",0.893672334286428,1.11654639761919e-05,0.000160383621441414,4.96492239031732e-05,-4.35152218673558e-09,-1.04777681068997e-05,-0.068926358696471,-1.1138472021234e-08,-1.97088396377637e-09,NA,NA,NA,4.94402829414021e-08,NA,NA,9.38658233121746e-06,NA,15,26457.8052998756,-52885.6054702308,201.396089380309,1.82580538554702e-44
"63552",0.988187634510207,5.14199897494832e-06,-3.31230757124589e-05,1.67247066105907e-05,-3.09030164043698e-09,-1.03919243137596e-05,-0.0863439200045709,NA,NA,NA,NA,NA,5.84097357395035e-08,7.76228861297259e-05,1.61981667773154e-09,1.12069631450172e-05,-8.40709897618223e-06,16,26458.8031230123,-52885.600432506,201.401127105019,1.82121222029798e-44
"26752",0.938674839161293,8.03583050351838e-06,0.000155873900232816,1.73895462268326e-05,-3.18536066238287e-09,-1.09986853286769e-05,-0.0689924362405502,-1.0795353313628e-08,NA,NA,NA,NA,4.83004722820858e-08,NA,1.62124094415288e-09,1.04508974946669e-05,NA,15,26457.7947328241,-52885.5843361279,201.417223483193,1.80661358506946e-44
"55488",0.94576396945175,8.10648126321211e-06,-3.37720521028613e-05,4.79627473516039e-05,-4.200391042523e-09,-9.96451478595601e-06,-0.0864219282703645,NA,-1.90443519659782e-09,NA,NA,NA,5.97859443875424e-08,7.79250368047304e-05,NA,1.01465810424358e-05,-8.28617374732404e-06,16,26458.7921013107,-52885.5783891029,201.423170508198,1.80124957591322e-44
"50816",1.0203010338344,2.07845374087243e-06,0.000143403402241398,3.80612898100149e-06,-2.43165556195974e-09,3.77763940006121e-06,-0.232985626603408,-9.95297250370552e-09,NA,NA,1.19235058186748e-05,4.53467237297281e-08,NA,NA,NA,1.65453116958393e-05,-1.60677618957116e-06,16,26458.7532117719,-52885.5006100253,201.50094958581,1.7325444253405e-44
"33728",0.94474671632955,6.54002292962038e-06,4.08002651694626e-05,4.25155506521091e-05,-4.07203467837959e-09,7.21530517899667e-05,-0.194967292630327,NA,-1.1127983483528e-09,-5.51819141572347e-09,9.70563238370535e-06,NA,NA,NA,NA,NA,3.87786611386109e-06,15,26457.7506012098,-52885.4960728992,201.505486711911,1.72861849386963e-44
"55544",0.965192188002796,6.93862085128301e-06,3.90187835735194e-05,1.49288782919466e-05,NA,-7.88744357162046e-06,-0.0862644349336263,-4.84418725941884e-09,-3.31645588761902e-10,NA,NA,NA,5.51316630584241e-08,7.5595408750457e-05,NA,1.11873656168146e-05,-8.37463276298184e-06,16,26458.7041992103,-52885.402584902,201.598974709043,1.64967538545451e-44
"11000",0.994830815756264,3.74649699736676e-06,9.92425993394517e-05,2.84403738023072e-05,NA,-8.64789596879675e-06,-0.182608226861231,-6.84834036661553e-09,-7.49297833911052e-10,NA,8.93414294929457e-06,NA,5.05171910511008e-08,NA,-1.91602725334703e-09,NA,NA,15,26457.6762045169,-52885.3472795135,201.654280097588,1.60468237242481e-44
"46904",0.96441861347731,6.5935714637013e-06,-2.98276626979955e-05,7.8732819975313e-06,NA,9.14857918850331e-05,-0.197725453598703,NA,NA,-6.72717089226085e-09,8.60550576124458e-06,5.3789304190271e-08,NA,6.89308586425624e-05,-3.69828998808965e-09,NA,3.39629247102352e-06,16,26458.6687629992,-52885.3317124798,201.669847131227,1.59224078266319e-44
"8000",0.964446649523951,6.55716165141044e-06,-2.88073944062371e-05,2.79098954979084e-05,-3.23031266060681e-09,7.0723248045181e-05,-0.190807622398928,NA,NA,-6.64190714831141e-09,8.0282500236851e-06,-1.20512406018337e-08,6.73209803367051e-08,7.62838672898322e-05,NA,NA,NA,16,26458.664458702,-52885.3231038855,201.678455725596,1.58540203370736e-44
"35968",0.917138819266987,9.03829385269574e-06,0.000213446783896725,3.01179820400756e-05,-3.18740626919736e-09,-1.17588868841592e-05,-0.0614928635967604,-1.41671048285014e-08,NA,NA,NA,-1.97039974532033e-08,5.68880614742669e-08,NA,NA,NA,-1.60540471266517e-06,15,26457.6371013799,-52885.2690732394,201.732486371671,1.54314524599077e-44
"19328",0.959788479613832,6.61204808574991e-06,9.02628225905943e-05,1.73700279128134e-05,-2.8050297537878e-09,7.2750685496553e-05,-0.229572558104951,-6.38030327963539e-09,NA,-6.50764829365565e-09,1.1619250541094e-05,NA,5.37127085145506e-08,NA,NA,1.50781313951939e-05,NA,16,26458.6340934074,-52885.2623732962,201.739186314866,1.53798440241221e-44
"38720",0.976656316370452,5.71184807182978e-06,-2.85107058600858e-05,1.01304938744724e-05,-2.94422281222025e-09,8.12135009931326e-05,-0.197417568630736,NA,NA,-6.16931093417417e-09,8.58180602922769e-06,5.18325919293397e-08,NA,6.89071346077455e-05,NA,NA,3.63539886589381e-06,16,26458.6317604206,-52885.2577073226,201.74385228844,1.53440048736121e-44
"43448",0.89459481092181,1.11506365938755e-05,-4.67026042930337e-06,1.92574097916942e-05,NA,8.69358270701305e-05,-0.0622251993365445,NA,2.52367581982845e-10,-7.40281751820442e-09,NA,NA,5.90458011402424e-08,NA,-3.91717785647678e-09,NA,-3.16410155016113e-06,15,26457.6192338778,-52885.2333382351,201.768221375925,1.51581795723119e-44
"16184",0.951751994990518,7.47642972087233e-06,-3.02410892375184e-05,2.52024349174399e-05,NA,8.17485431376055e-05,-0.191710819875422,NA,NA,-7.23218435795722e-09,8.09154754929732e-06,-9.32221511181925e-09,6.67157574420523e-08,7.62028005313366e-05,-4.01889924364322e-09,NA,NA,16,26458.6104931671,-52885.2151728157,201.786386795371,1.50211255803372e-44
"45496",0.90275641105304,1.01854499079892e-05,1.28967942197398e-05,1.42318408459827e-05,NA,9.48826523461388e-05,-0.0798257151706256,NA,6.08994415250446e-10,-6.8069057955105e-09,NA,NA,NA,7.3861627728865e-05,-3.07285492969499e-09,NA,-5.07668581087539e-06,15,26457.6075421587,-52885.2099547971,201.791604813996,1.4981986403255e-44
"2040",0.919021347544565,9.27881506099735e-06,0.000204864415352593,8.52527595212029e-06,NA,8.14636877161238e-05,-0.175714498464266,-1.37584911153226e-08,-2.22636496692497e-10,-6.05226232555568e-09,8.38873769988736e-06,3.62781263649345e-08,NA,NA,NA,NA,NA,15,26457.5917720718,-52885.1784146232,201.823144987917,1.47475723975882e-44
"13752",0.904251026324493,1.10941368327143e-05,-3.5001175098577e-05,1.05993582507113e-05,NA,9.31701908834841e-05,-0.0827093599182071,NA,-2.82163251235198e-10,-6.77385788856408e-09,NA,5.5914099489889e-08,NA,7.702400264675e-05,-3.549411984759e-09,NA,NA,15,26457.5759736533,-52885.1468177861,201.854741824929,1.45164148466315e-44
"57534",0.94448086386901,7.58377236225508e-06,NA,3.86876143179125e-05,-4.69979241923776e-09,4.44560997438275e-06,-0.0666567802508452,NA,-1.39154529619698e-09,NA,NA,NA,NA,NA,2.845281451021e-09,1.13906608455939e-05,-1.01156184346548e-05,14,26456.5572765566,-52885.1100648308,201.891494780226,1.42520903882948e-44
"57592",0.863024758509227,1.2812994257019e-05,0.000445960162228337,1.27182233136464e-05,NA,6.81390397983347e-06,-0.0664627823958292,-2.86833810498998e-08,-1.03172966544684e-10,NA,NA,NA,NA,NA,-6.9173411848493e-11,1.18625819331359e-05,-9.37091105555181e-06,15,26457.5499520996,-52885.0947746788,201.906784932289,1.41435475116075e-44
"1984",0.938009531265004,7.90223120551935e-06,-4.93020167876388e-06,4.30339688871741e-05,-4.73513955572431e-09,7.31472206566343e-05,-0.18380132346669,NA,-2.21601527425472e-09,-5.4721148013839e-09,8.96452870714477e-06,5.46544446439748e-08,NA,NA,NA,NA,NA,15,26457.4828744886,-52884.9606194567,202.040940154337,1.32259512432845e-44
"62136",1.05094394505897,-2.82327344573701e-07,2.02802911878191e-05,9.07430226435333e-06,NA,3.82933453300332e-06,-0.239884435139721,NA,1.73264076055383e-11,NA,1.14891094326581e-05,NA,NA,5.59920870153785e-05,5.45649186344917e-10,1.46548422413147e-05,-1.96408327329451e-06,16,26458.4718996112,-52884.9379857038,202.063573907304,1.30771185358023e-44
"10048",0.959021646009896,6.31467997717827e-06,-2.30671875954938e-06,1.31364997839922e-05,-2.34492044541007e-09,8.95792133618323e-05,-0.1815134027383,NA,NA,-6.58922362366525e-09,8.79579683139993e-06,5.10289813845566e-08,NA,NA,-2.38813035642729e-09,NA,NA,15,26457.4544973515,-52884.9038651827,202.097694428376,1.28559117742219e-44
"47800",1.03100914287594,1.87881605356897e-06,-3.10246902600808e-05,2.77579952268169e-05,NA,-1.30863943664777e-05,-0.207645685806256,NA,-7.31684454731e-10,NA,9.22212792228106e-06,NA,5.863471484258e-08,7.38839668218075e-05,-1.72905327060736e-09,NA,6.12777273779437e-06,16,26458.4087034248,-52884.8115933311,202.189966279948,1.22762664320266e-44
"17912",0.863648542397887,1.36581796741249e-05,0.000215820996314998,-2.3120354460901e-06,NA,8.513075639662e-05,-0.0703690173631473,-1.48730167426445e-08,1.47804910680878e-10,-6.33525068821233e-09,NA,4.15291221542097e-08,NA,NA,NA,1.14637805765538e-05,NA,15,26457.4038389439,-52884.8025483673,202.199011243749,1.22208725925139e-44
"50048",0.871268814833506,1.20325900744218e-05,0.000425792278921406,1.88872903455228e-05,-3.00034282193973e-09,8.30467826403637e-05,-0.217781984375602,-2.72194450697008e-08,NA,-6.14007926293485e-09,1.08781132110727e-05,NA,NA,NA,NA,1.49121164727819e-05,-2.94064396804848e-06,16,26458.3964943548,-52884.787175191,202.214384420084,1.21272958814062e-44
"8640",0.881255140344326,1.11523890984785e-05,4.0198161365124e-05,3.66140158332503e-05,-3.41385438741088e-09,8.05844251648706e-05,-0.0629153747836551,NA,-6.59401134330645e-10,-6.00936879449149e-09,NA,NA,NA,NA,-9.73798431044103e-10,NA,NA,14,26456.3744348365,-52884.7443813906,202.257178220454,1.18705657511655e-44
"39292",0.929961320081181,9.9245769483056e-06,2.67794563679744e-07,NA,4.11911281183675e-09,7.55270369926792e-05,-0.0834376524741475,-2.50147544932892e-09,NA,-6.62322523500018e-09,NA,NA,6.09937624795323e-08,8.31554643339399e-05,NA,NA,-2.30909060278217e-06,15,26457.3649220969,-52884.7247146735,202.27684493758,1.17544102570702e-44
"59000",1.0335020713829,1.40776042455091e-06,0.000122707343153896,-4.94466704189032e-06,NA,4.0461615241871e-06,-0.234718717852044,-8.61674789594505e-09,NA,NA,1.2025349811825e-05,4.77421690530412e-08,NA,NA,3.1430308460473e-10,1.7103722472175e-05,-1.58160075902337e-06,16,26458.3157738732,-52884.6257342277,202.375825383329,1.11868422471291e-44
"27512",0.956862186495624,6.90083761475917e-06,8.13075437452979e-05,1.34168577376451e-05,NA,7.84547266000923e-05,-0.22946469950521,-5.78328054894273e-09,NA,-6.81464089652271e-09,1.16186202170879e-05,NA,5.47624349892988e-08,NA,-2.26910686340755e-09,1.4874762557152e-05,NA,16,26458.2506298437,-52884.4954461689,202.506113442148,1.04813161612224e-44
"23928",0.899473168022081,1.17835247145889e-05,4.64584744930475e-05,1.22560000687527e-05,NA,7.32992419750322e-05,-0.0889962576985395,-5.42190827819537e-09,NA,-6.64700601423001e-09,NA,-4.02781115318799e-09,6.01521947411621e-08,7.65617847440238e-05,NA,9.58160557523055e-06,NA,16,26458.2036527898,-52884.4014920611,202.600067549982,1.00003211251521e-44
"60479",1.05158347991279,NA,-4.22598851430183e-06,1.01262697761282e-05,-3.26706773365826e-09,-1.08579548904771e-05,-0.0679083938831073,NA,NA,NA,NA,8.13589466571985e-09,5.11904139217107e-08,NA,3.53528300019834e-09,1.24638646007091e-05,-9.69505419848198e-06,15,26457.1759344163,-52884.3467393121,202.654820298943,9.73026207441371e-45
"56184",0.985911717938803,5.51726336502745e-06,-6.09276702515851e-06,9.05472881642142e-06,NA,7.25418112411559e-05,-0.233899196788738,-1.57815136141796e-09,NA,-6.50065416181636e-09,1.07614258758179e-05,NA,5.94177617536944e-08,6.58342617613959e-05,NA,1.4828753124013e-05,-2.05020615579644e-06,17,26459.0099405057,-52884.0133407331,202.988218878018,8.23622033085627e-45
"41912",0.956970350303103,5.73279127467867e-06,4.07587286290584e-05,1.74228618763918e-05,NA,8.75792073501337e-05,-0.192993959164057,NA,3.80690644671797e-10,-6.48296412646765e-09,9.56434365556105e-06,NA,NA,NA,-3.22346899131671e-09,NA,3.66919519506543e-06,15,26456.9703729905,-52883.9356164606,203.065943150468,7.92228286442252e-45
"54712",0.926564574252035,9.92121555040095e-06,-3.63142793091115e-05,-6.07611386227781e-06,NA,9.07915794425008e-05,-0.0858947234237861,NA,-1.10260175446316e-11,-6.42955790771878e-09,NA,5.98150096308768e-08,NA,7.17706936553291e-05,NA,1.32959995473698e-05,-1.14204444551091e-05,16,26457.9660145985,-52883.9262156784,203.075343932622,7.88513241595634e-45
"57664",0.89526978083584,1.03591201198942e-05,4.01861759890637e-05,2.01632527036038e-05,-2.85363620661165e-09,8.71348046839391e-05,-0.0663183676692481,NA,NA,-6.21851761758275e-09,NA,NA,NA,NA,-6.19217144084661e-11,1.15200182418013e-05,-1.1409748518452e-05,15,26456.9632610157,-52883.9213925109,203.080167100125,7.86613966924893e-45
"5376",0.885183077285621,1.20398220556748e-05,0.000142015940391454,5.49264482522619e-05,-5.12925513848734e-09,2.48289595039661e-06,-0.0807819769323221,-1.16929406543363e-08,-2.82688892295346e-09,NA,NA,4.45618304145438e-08,NA,7.16222095790491e-05,NA,NA,NA,15,26456.9466681494,-52883.8882067784,203.113352832625,7.73669476670916e-45
"12672",0.793765146572032,1.78093269790601e-05,0.000411088448495001,2.77082472598768e-05,-2.92876221370544e-09,8.82049307629233e-05,-0.0788575620583258,-2.79021065278926e-08,NA,-6.55589598526307e-09,NA,NA,NA,6.38904401385782e-05,-1.60466718780144e-09,NA,NA,15,26456.9323664438,-52883.8596033671,203.141956243941,7.62683430394493e-45
"20408",0.998095573171491,4.22288403335405e-06,-5.35245170299654e-06,2.97508601126701e-06,NA,7.31506907834629e-05,-0.233212344029048,NA,3.36928396817513e-10,-6.52677439301696e-09,1.18507169759182e-05,5.08927201246545e-09,5.53734853869772e-08,NA,NA,1.58051367680245e-05,NA,16,26457.9212679326,-52883.8367223466,203.164837264492,7.54007664990751e-45
"39284",0.957673454674024,8.06267690453714e-06,-2.02679513729054e-05,NA,NA,8.25721483327078e-05,-0.0838146270966908,-1.22758599796557e-09,NA,-7.04971514872156e-09,NA,NA,7.13557966919123e-08,8.45148830482708e-05,NA,NA,-2.2132619601264e-06,14,26455.8923037096,-52883.7801191368,203.221440474284,7.32967182084451e-45
